order_id,order_time,delivery_time,origin_hub,destination_lat,destination_lon,distance_km,parcel_weight_kg,vehicle_id,delivery_status,order_date,vehicle_id_telemetry,traffic_index,inventory_units,is_cancelled,order_hour
ORD113361,2025-01-01 12:00:00,2025-01-01 16:28:47.430841627,hub_3,0.33797840357145503,0.5640983133877739,2.3692175173951586,-0.22685514599592815,V059,on-time,2025-01-01,V059,0.33030289932765183,2460.0,False,12
ORD113362,2025-01-02 22:00:00,2025-01-03 01:15:03.713975046,hub_3,0.10669842647424588,0.2637985172910362,-0.21433861406820812,0.2068681633539954,V092,on-time,2025-01-02,V092,0.6462607781264672,6169.0,False,22
ORD113363,2025-01-02 19:00:00,2025-01-02 22:37:28.836052737,hub_2,0.29408001281373686,0.7262215427639376,2.2475896728626164,1.3759613290439106,V008,on-time,2025-01-02,V008,-1.711008359942162,7294.0,False,19
ORD113364,2025-01-05 08:00:00,,hub_3,0.3150797310302096,0.4224319702529442,0.6204509803885682,0.36245472650737076,V004,cancelled,2025-01-05,V004,0.2796440414764868,1198.0,True,8
ORD113365,2025-01-07 15:00:00,2025-01-07 18:12:54.385090837,hub_3,0.7184828273068646,0.25370131046082633,-0.4656356335095057,1.4787438205048715,V088,on-time,2025-01-07,V088,0.2841102405798763,8286.0,False,15
ORD113366,2025-01-07 09:00:00,2025-01-07 12:13:07.092052093,hub_1,0.16951893311201616,0.9183023942902082,2.2319470783687976,-0.2063504510428791,V008,late,2025-01-07,V008,-0.5014373901837557,9590.0,False,9
ORD113367,2025-01-01 13:00:00,2025-01-01 14:51:30.548422076,hub_2,0.3168457044803077,0.9107463186243763,-0.8140006435354235,-0.7397252827419791,V036,on-time,2025-01-01,V036,-0.5621770084845359,1456.0,False,13
ORD113368,2025-01-08 11:00:00,2025-01-08 13:39:45.426644031,hub_2,0.07655993080879853,0.8209150388408943,1.0550005582403692,0.1838041500090988,V072,on-time,2025-01-08,V072,-0.4215325435954189,5493.0,False,11
ORD113369,2025-01-06 00:00:00,2025-01-06 01:38:24.729093916,hub_3,0.8484034582976605,0.09582903552325206,-0.87935646313427,-0.9720159675743241,V039,late,2025-01-06,V039,-0.32685105222180466,3754.0,False,0
ORD113370,2025-01-02 11:00:00,2025-01-02 12:35:44.533461296,hub_2,0.7247731418203003,0.755022989732197,0.14401867007953273,-0.21325682929297168,V041,on-time,2025-01-02,V041,-0.25450295025396913,7294.0,False,11
ORD113371,2025-01-01 07:00:00,2025-01-01 10:12:27.073584540,hub_2,0.43747397440206726,0.08107093129603982,0.5745146479050969,-0.09078079859735178,V032,on-time,2025-01-01,V032,1.1919911522145568,1456.0,False,7
ORD113372,2025-01-07 23:00:00,2025-01-08 02:47:00.356793500,hub_3,0.4300019584904433,0.10452568323614742,1.7660947676534122,-1.032899222893118,V072,late,2025-01-07,V072,0.08859858452574931,8286.0,False,23
ORD113373,2025-01-07 05:00:00,2025-01-07 07:58:48.732957022,hub_3,0.1663486541932997,0.16252474240877746,-0.9802727639756095,-0.8560006793161036,V041,on-time,2025-01-07,V041,1.1467323108409793,8286.0,False,5
ORD113374,2025-01-01 15:00:00,2025-01-01 17:31:16.137315951,hub_2,0.38445811842224487,0.6891555022037892,-0.31219101945997946,-0.3070717030470419,V008,on-time,2025-01-01,V008,-0.7940736450943787,1456.0,False,15
ORD113375,2025-01-04 18:00:00,2025-01-04 20:58:51.125039756,hub_1,0.9068296561814009,0.38403969839549745,1.654105061184458,-0.8932498389147776,V010,on-time,2025-01-04,V010,-0.4967763748439048,4321.0,False,18
ORD113376,2025-01-05 23:00:00,2025-01-06 01:50:38.941335484,hub_3,0.13863384525744493,0.8435857362297838,-1.1026408441258506,-0.924606174806047,V065,on-time,2025-01-05,V065,0.4532714120949794,1198.0,False,23
ORD113377,2025-01-03 11:00:00,2025-01-03 13:36:20.981728709,hub_2,0.7650275738561163,0.7459875250605137,0.12054761665958756,-0.1411072941258887,V041,on-time,2025-01-03,V041,-1.1413576691925298,8701.0,False,11
ORD113378,2025-01-01 09:00:00,2025-01-01 13:16:02.491041784,hub_3,0.047148233940170314,0.7675022402179934,0.41402161265119314,-0.04547776093645151,V001,on-time,2025-01-01,V001,1.13179829600748,2460.0,False,9
ORD113379,2025-01-07 08:00:00,2025-01-07 10:09:45.148958042,hub_2,0.3116618269295657,0.9308897837872792,-0.8220205163299495,0.14898707209382556,V068,on-time,2025-01-07,V068,1.1443497340494895,5104.0,False,8
ORD113380,2025-01-02 06:00:00,2025-01-02 08:17:34.670670583,hub_2,0.846939798428437,0.5944934021856056,0.7558845228043831,1.2363340864401724,V096,on-time,2025-01-02,V096,-2.286493169012174,7294.0,False,6
ORD113381,2025-01-01 20:00:00,2025-01-01 23:02:33.426434392,hub_1,0.4449709682606553,0.8532343408416523,0.5794105025173263,0.2484513573711655,V048,on-time,2025-01-01,V048,0.623313808864534,9957.0,False,20
ORD113382,2025-01-04 08:00:00,2025-01-04 10:45:58.562805510,hub_3,0.7026909067017613,0.256369896629451,-0.3575453219145919,-0.18762041706050092,V013,on-time,2025-01-04,V013,1.4941473270128016,9803.0,False,8
ORD113383,2025-01-02 08:00:00,2025-01-02 11:11:29.080236829,hub_1,0.10351627061501745,0.917923894547755,0.2912571265387308,0.1352849668365782,V061,on-time,2025-01-02,V061,0.9404172461766724,4031.0,False,8
ORD113384,2025-01-02 06:00:00,2025-01-02 08:03:29.658512336,hub_3,0.6834218875736227,0.9393443483621695,-0.3114238645049757,1.5708260451796252,V044,on-time,2025-01-02,V044,-1.6364704100700185,6169.0,False,6
ORD113385,2025-01-07 04:00:00,2025-01-07 07:01:10.021845543,hub_1,0.8190218499400856,0.39046406256932187,-1.5406145005902432,1.4103498947219557,V012,on-time,2025-01-07,V012,1.2537282270876464,9590.0,False,4
ORD113386,2025-01-02 11:00:00,2025-01-02 12:59:53.300791467,hub_3,0.8052465551238512,0.3336506427069139,-1.5863097027049315,-0.7508263711063567,V015,on-time,2025-01-02,V015,0.5757440754461988,6169.0,False,11
ORD113387,2025-01-06 11:00:00,2025-01-06 13:42:50.765856328,hub_1,0.43885677467557116,0.29830858579907726,0.34082876240491616,1.744886320519675,V025,on-time,2025-01-06,V025,0.8107186442276016,4562.0,False,11
ORD113388,2025-01-03 19:00:00,2025-01-03 20:13:23.453084236,hub_1,0.9041455798236555,0.4807963051180195,-1.1495824483228838,-0.31255111894445836,V058,on-time,2025-01-03,V058,-0.29491125651657574,1008.0,False,19
ORD113389,2025-01-04 17:00:00,2025-01-04 19:50:07.920383276,hub_3,0.5749670766329231,0.6619857724467124,-0.19735949216013363,-0.4906936334199277,V050,late,2025-01-04,V050,-1.2337769999468777,9803.0,False,17
ORD113390,2025-01-06 11:00:00,2025-01-06 13:35:19.982335362,hub_1,0.8178729068500488,0.5066988006979045,-1.3070286281154362,-0.5727649892678273,V080,on-time,2025-01-06,V080,-0.5652900902366753,4562.0,False,11
ORD113391,2025-01-01 08:00:00,2025-01-01 09:48:32.203023339,hub_1,0.21343792369791714,0.5275689755585518,-1.0183780089690744,0.1619218441417782,V004,on-time,2025-01-01,V004,-1.3910459416842997,9957.0,False,8
ORD113393,2025-01-05 18:00:00,2025-01-05 21:19:22.444289068,hub_3,0.7543609893070382,0.8971159128573163,-0.2966159812788502,-1.0708724962411897,V048,on-time,2025-01-05,V048,0.348637865333325,1198.0,False,18
ORD113394,2025-01-02 20:00:00,2025-01-02 22:20:27.304075960,hub_2,0.6466299003520746,0.17440422021758195,-0.6759707077224535,0.8103721406885697,V032,on-time,2025-01-02,V032,-1.4653774906149546,7294.0,False,20
ORD113395,2025-01-01 03:00:00,2025-01-01 06:03:57.957491854,hub_3,0.6763057698517443,0.7220044151697493,-0.7123193358040093,1.9017249586784086,V069,late,2025-01-01,V069,-0.8627375391349826,2460.0,False,3
ORD113396,2025-01-03 20:00:00,2025-01-03 22:23:45.147055279,hub_2,0.23654975864045724,0.3028958702482214,-1.2738051775846295,-0.04105868108579188,V025,late,2025-01-03,V025,-0.5843729263536342,8701.0,False,20
ORD113397,2025-01-01 22:00:00,,hub_1,0.39960819275517423,0.47001118600792324,0.8750645976923864,0.006480881742762293,V054,cancelled,2025-01-01,V054,1.153264805014482,9957.0,True,22
ORD113398,2025-01-01 15:00:00,2025-01-01 18:19:55.602396634,hub_3,0.2583599790983655,0.007091110474618745,-0.04834178688116696,-0.43474997860927,V029,late,2025-01-01,V029,1.1497467770419638,2460.0,False,15
ORD113399,2025-01-01 21:00:00,2025-01-01 23:10:24.708601844,hub_2,0.06809912012466413,0.8163579080531349,-1.1174712381598848,1.566426518409336,V080,on-time,2025-01-01,V080,-0.0773312006113999,1456.0,False,21
ORD113400,2025-01-03 23:00:00,2025-01-04 01:37:45.398264386,hub_3,0.20391944480248014,0.9610127860737521,-0.2525273159821286,0.19144349475620295,V004,on-time,2025-01-03,V004,-0.6759287315206695,9211.0,False,23
ORD113401,2025-01-02 23:00:00,2025-01-03 01:25:47.241033823,hub_2,0.9951720724640722,0.12337878669904967,0.18564313924162143,-1.0271824940724033,V012,on-time,2025-01-02,V012,-1.0909877123389276,7294.0,False,23
ORD113402,2025-01-05 10:00:00,2025-01-05 13:13:02.820215769,hub_2,0.2340213268136324,0.1924281150363072,-0.2888071228756717,-0.7270629035657197,V100,on-time,2025-01-05,V100,-0.18645699239948108,9709.0,False,10
ORD113403,2025-01-06 12:00:00,2025-01-06 14:40:27.107282100,hub_3,0.15926982884337093,0.0723149604927471,1.70075996831283,-0.7275673844168777,V039,on-time,2025-01-06,V039,-0.11485375370482562,3754.0,False,12
ORD113404,2025-01-01 06:00:00,2025-01-01 08:30:03.600289314,hub_1,0.6968734472571114,0.07890544741627536,-0.0650720411183881,-0.7366254577615641,V093,on-time,2025-01-01,V093,-0.598075118797635,9957.0,False,6
ORD113405,2025-01-03 02:00:00,2025-01-03 06:08:58.284311733,hub_1,0.602137550144171,0.549263407053104,1.4666989410666165,0.3406483794941825,V043,on-time,2025-01-03,V043,0.136912917725282,1008.0,False,2
ORD113406,2025-01-03 16:00:00,2025-01-03 18:39:48.691813035,hub_2,0.7460115479652174,0.16379346859707766,-0.19531672558195307,-0.7686899295680769,V076,late,2025-01-03,V076,-0.7424744905940305,8701.0,False,16
ORD113407,2025-01-01 08:00:00,2025-01-01 10:22:46.487362440,hub_2,0.6536681328618172,0.22145624495141192,-1.1433703207843156,-0.1833189549556129,V096,on-time,2025-01-01,V096,1.8942145664820353,1456.0,False,8
ORD113408,2025-01-04 09:00:00,2025-01-04 11:41:39.961657017,hub_1,0.22297236349653105,0.4513751879134702,-0.249530280080502,-0.8136103615967967,V053,on-time,2025-01-04,V053,-0.04510488246215016,4321.0,False,9
ORD113409,2025-01-02 20:00:00,2025-01-02 23:22:33.960938905,hub_3,0.5008953788955637,0.48066721664730494,-0.3680815810396533,0.1685053223481742,V059,on-time,2025-01-02,V059,-0.4156337742297193,6169.0,False,20
ORD113410,2025-01-06 01:00:00,2025-01-06 04:16:38.865993211,hub_3,0.17662004978576107,0.287648226777776,-0.6678177956073215,3.6650221818298045,V015,on-time,2025-01-06,V015,-0.6436499349682981,3754.0,False,1
ORD113411,2025-01-08 06:00:00,2025-01-08 09:15:20.334333866,hub_1,0.2535180368384573,0.9814203594895616,1.0244147937805472,-0.9453809293765814,V077,on-time,2025-01-08,V077,0.6833018734627031,2616.0,False,6
ORD113412,2025-01-07 07:00:00,2025-01-07 08:31:03.087033614,hub_1,0.9869251190289745,0.11330830273374204,-1.17783852896334,-0.6028424524310144,V032,late,2025-01-07,V032,0.3369459107254557,9590.0,False,7
ORD113413,2025-01-01 09:00:00,2025-01-01 12:17:28.951501056,hub_1,0.7286777770917681,0.19145987482772853,-1.1635776631260266,1.9032150288127905,V021,on-time,2025-01-01,V021,1.2533065455742658,9957.0,False,9
ORD113414,2025-01-04 00:00:00,2025-01-04 02:06:37.561362778,hub_2,0.7828503310878503,0.4291695574954133,-0.529851515882743,-0.9278520075461394,V090,late,2025-01-04,V090,0.08673191836940404,1177.0,False,0
ORD113415,2025-01-02 23:00:00,2025-01-03 02:03:22.553561322,hub_1,0.030030930548342383,0.2900810154248461,-0.2271296651307598,0.14071251009410224,V091,late,2025-01-02,V091,-0.20925300694611626,4031.0,False,23
ORD113416,2025-01-07 18:00:00,2025-01-07 21:14:54.224507061,hub_1,0.3821188458048468,0.832957430794238,2.2080169392976576,-0.45124061377766966,V022,on-time,2025-01-07,V022,-1.938830493000231,9590.0,False,18
ORD113417,2025-01-04 14:00:00,2025-01-04 17:11:37.437674276,hub_1,0.5552402418413749,0.17683127722955305,1.0040654022663953,-0.6851906057409377,V079,on-time,2025-01-04,V079,-0.4364313871214884,4321.0,False,14
ORD113418,2025-01-05 14:00:00,2025-01-05 17:09:25.398177505,hub_1,0.1496502534518953,0.7144869150041586,0.6008045059818937,-0.5832366694906684,V038,on-time,2025-01-05,V038,-0.7905617866677483,1142.0,False,14
ORD113419,2025-01-01 15:00:00,2025-01-01 16:30:40.119828811,hub_3,0.8485487290391944,0.12585976146738176,-0.9553885525934782,-0.9758804402084896,V062,on-time,2025-01-01,V062,-0.17072037919572294,2460.0,False,15
ORD113420,2025-01-03 04:00:00,2025-01-03 07:54:22.069730840,hub_3,0.13957606712293824,0.2679190655346133,0.15772957507100563,0.5552005653593247,V028,on-time,2025-01-03,V028,0.2723630466975318,9211.0,False,4
ORD113421,2025-01-02 15:00:00,2025-01-02 18:20:41.670728199,hub_1,0.636499866360964,0.7399499573730282,0.5217775823211904,0.3352822248066253,V082,on-time,2025-01-02,V082,0.8588003029203014,4031.0,False,15
ORD113422,2025-01-05 03:00:00,,hub_2,0.5531784944565956,0.08886949493341945,0.8503220848221206,-1.3701446390112624,V023,cancelled,2025-01-05,V023,0.11700881993729562,9709.0,True,3
ORD113423,2025-01-01 19:00:00,2025-01-01 22:36:59.765561485,hub_2,0.8493155406246586,0.9076736846839708,1.1436889014250322,0.8890995928489701,V093,late,2025-01-01,V093,-1.1303438866717965,1456.0,False,19
ORD113424,2025-01-03 20:00:00,2025-01-03 22:28:34.392867646,hub_3,0.31179300692914325,0.32139871402284825,0.5343958441234705,-0.841221805726918,V024,on-time,2025-01-03,V024,0.9329973149838252,9211.0,False,20
ORD113425,2025-01-02 20:00:00,2025-01-02 22:24:32.723223800,hub_2,0.2840649561388915,0.3339502732331425,-0.4723486621472854,-0.7456206000804434,V049,on-time,2025-01-02,V049,-2.027301002550163,7294.0,False,20
ORD113426,2025-01-01 05:00:00,2025-01-01 07:48:01.870251595,hub_2,0.8464153370560865,0.23442643225553184,-0.9575166416976253,-0.612492340868064,V020,on-time,2025-01-01,V020,0.14749315470024751,1456.0,False,5
ORD113427,2025-01-08 08:00:00,2025-01-08 11:57:24.618961425,hub_3,0.22138475022712356,0.8714371279407942,0.5689784171062952,1.2573889359898511,V027,on-time,2025-01-08,V027,0.4107608039427434,1641.0,False,8
ORD113428,2025-01-02 14:00:00,2025-01-02 17:05:11.845989034,hub_1,0.7460398796696524,0.6399271956519783,-0.7350125797906614,-0.13325914466339756,V066,late,2025-01-02,V066,0.25476711653652323,4031.0,False,14
ORD113429,2025-01-05 05:00:00,2025-01-05 07:48:48.509006810,hub_1,0.19112363740315175,0.04413041408525942,-0.951430088040745,-0.323256440945333,V051,on-time,2025-01-05,V051,0.5618335128017344,1142.0,False,5
ORD113430,2025-01-06 09:00:00,2025-01-06 12:18:54.494584988,hub_3,0.8756987329059598,0.9155079811818041,1.002362155208358,-0.6657834563805693,V043,on-time,2025-01-06,V043,0.9736267031870479,3754.0,False,9
ORD113431,2025-01-05 10:00:00,2025-01-05 13:16:02.917481289,hub_1,0.839065495847791,0.9315886694491837,-0.8104381513731372,2.086857505595074,V086,late,2025-01-05,V086,1.1484522894098061,1142.0,False,10
ORD113432,2025-01-02 14:00:00,2025-01-02 15:46:14.753543127,hub_1,0.787463077787379,0.5502852239770846,-0.969768919087165,-0.28305025005517004,V054,on-time,2025-01-02,V054,-0.02272903770993108,4031.0,False,14
ORD113433,2025-01-05 21:00:00,2025-01-05 23:52:22.206836712,hub_3,0.491460265062841,0.31495999582438117,0.5240187543983896,-0.7362666941077454,V015,on-time,2025-01-05,V015,-1.4358638770358865,1198.0,False,21
ORD113434,2025-01-07 04:00:00,2025-01-07 07:14:24.544774143,hub_3,0.03381113262330615,0.1607677372935541,1.2781733541072773,0.046020309618248316,V044,on-time,2025-01-07,V044,-0.45030909810841807,8286.0,False,4
ORD113435,2025-01-07 23:00:00,2025-01-08 01:51:57.467019888,hub_3,0.13244079338699777,0.26123886787462425,1.4090756967134856,-0.6122744018188427,V012,on-time,2025-01-07,V012,-1.1828579720044108,8286.0,False,23
ORD113436,2025-01-04 09:00:00,2025-01-04 12:09:01.727900283,hub_2,0.45659278698190064,0.8764151769237856,0.8105886733133777,0.38573063018276404,V073,on-time,2025-01-04,V073,1.4947025108018381,1177.0,False,9
ORD113437,2025-01-03 05:00:00,2025-01-03 08:29:20.269995410,hub_3,0.04361992180494667,0.2063699809946229,-0.4258645863359608,-0.9581306425611978,V061,on-time,2025-01-03,V061,0.6876454831837733,9211.0,False,5
ORD113438,2025-01-05 13:00:00,2025-01-05 15:26:08.718155440,hub_3,0.06344545996891071,0.1493315340215986,-0.3320193854402497,-1.1864280669352802,V095,late,2025-01-05,V095,-0.054424467580033456,1198.0,False,13
ORD113439,2025-01-01 11:00:00,2025-01-01 13:38:57.750328788,hub_3,0.12547916910599355,0.3273588229027382,-0.20973642250351837,1.5742587353248445,V043,late,2025-01-01,V043,-0.3947133608198136,2460.0,False,11
ORD113440,2025-01-07 20:00:00,2025-01-07 23:27:13.519349452,hub_3,0.2608270784416362,0.3014951962024952,-0.791086484678296,-0.7267008343595358,V060,on-time,2025-01-07,V060,0.8088488416180795,8286.0,False,20
ORD113441,2025-01-05 13:00:00,2025-01-05 13:56:41.524185570,hub_1,0.7493213949099342,0.7399915285192264,0.16180373429526895,0.3846226749075433,V039,on-time,2025-01-05,V039,-0.7511821738263157,1142.0,False,13
ORD113442,2025-01-02 13:00:00,2025-01-02 15:09:27.769483814,hub_3,0.047954833875081704,0.38410063123103555,-0.7751731429399964,1.7967127538573984,V003,on-time,2025-01-02,V003,-1.2457384765782855,6169.0,False,13
ORD113443,2025-01-06 22:00:00,2025-01-07 00:57:49.457335741,hub_3,0.983646742951521,0.20349014688190437,-0.09175928024396121,0.3046633685002502,V048,on-time,2025-01-06,V048,-0.06420452396621235,3754.0,False,22
ORD113444,2025-01-01 06:00:00,2025-01-01 07:52:23.031539227,hub_2,0.2738103858451879,0.1439977663354739,-1.2846501431418142,-0.7720700141940371,V096,on-time,2025-01-01,V096,0.45793495505001874,1456.0,False,6
ORD113445,2025-01-04 05:00:00,2025-01-04 07:37:08.501945876,hub_2,0.320180373249066,0.49574355011151283,-0.9025552193576128,-1.1808996345696485,V040,late,2025-01-04,V040,1.9322446888038964,1177.0,False,5
ORD113446,2025-01-08 09:00:00,2025-01-08 11:48:12.245106682,hub_1,0.24786478513098587,0.947656172224697,-0.23544358652039363,-0.804878984768232,V063,late,2025-01-08,V063,-0.2859281579267066,2616.0,False,9
ORD113447,2025-01-03 16:00:00,2025-01-03 18:32:09.607600860,hub_3,0.6023839034514111,0.41469716603239704,0.5832781664996186,0.21261027427087187,V071,on-time,2025-01-03,V071,-0.3525836175925127,9211.0,False,16
ORD113448,2025-01-05 05:00:00,2025-01-05 06:55:16.263804860,hub_3,0.01939800093931865,0.03676947897338323,-1.053225115359203,0.5670281417296724,V006,on-time,2025-01-05,V006,-0.5986486524196476,1198.0,False,5
ORD113449,2025-01-05 04:00:00,2025-01-05 07:15:58.546375091,hub_3,0.09354366563105998,0.273600330893089,-0.599733671331762,0.5532761658941646,V056,on-time,2025-01-05,V056,1.2091612686734223,1198.0,False,4
ORD113450,2025-01-02 19:00:00,2025-01-02 22:21:37.979792852,hub_2,0.09875177327805318,0.32838624818043627,1.0223731866146344,-0.4731621590391105,V035,on-time,2025-01-02,V035,0.9581967699383428,7294.0,False,19
ORD113451,2025-01-02 06:00:00,2025-01-02 07:16:57.456848985,hub_1,0.6645278675135913,0.6194292996286208,-1.4559650564526216,-0.8101669715956236,V034,on-time,2025-01-02,V034,-2.1135582155106363,,False,6
ORD113452,2025-01-08 02:00:00,2025-01-08 03:39:10.879491970,hub_2,0.3295046806913007,0.8676470016928874,-0.7812885836989997,0.26452706723594005,V096,on-time,2025-01-08,V096,-1.8065026594574853,5493.0,False,2
ORD113453,2025-01-04 04:00:00,2025-01-04 06:45:32.868816753,hub_3,0.437481158904923,0.964188699800161,1.4437174077669883,-1.1845002322559413,V089,on-time,2025-01-04,V089,-0.6559790036954283,9803.0,False,4
ORD113454,2025-01-02 23:00:00,2025-01-03 01:10:05.821206916,hub_2,0.9499794449211123,0.23506510401585956,-0.5054259506304027,0.4182072319319775,V003,on-time,2025-01-02,V003,-1.6733378261566558,7294.0,False,23
ORD113455,2025-01-04 09:00:00,2025-01-04 11:40:41.599169162,hub_3,0.20002098917013456,0.8536705301804091,-0.6822212575061309,-0.24583018470788176,V070,on-time,2025-01-04,V070,-0.8419496226066961,9803.0,False,9
ORD113456,2025-01-06 06:00:00,2025-01-06 09:14:40.014272137,hub_3,0.07017005625892381,0.09505953954999313,2.848657477915897,0.18476713370505793,V078,on-time,2025-01-06,V078,-1.0905244801928733,3754.0,False,6
ORD113457,2025-01-04 11:00:00,2025-01-04 12:40:10.484062122,hub_3,0.4414103476034157,0.5636102042521429,-0.022994882780716253,-0.9365223007987871,V031,on-time,2025-01-04,V031,-2.902432876931369,9803.0,False,11
ORD113458,2025-01-01 09:00:00,2025-01-01 11:32:02.675965408,hub_1,0.1640499827633164,0.3457796057421092,-0.5706909021119085,-0.42369673034589067,V004,late,2025-01-01,V004,-0.17117315610632608,,False,9
ORD113459,2025-01-02 04:00:00,2025-01-02 05:52:57.281313990,hub_2,0.1446331944470387,0.12179850743223142,-1.015645488894093,1.8770280299906164,V093,on-time,2025-01-02,V093,-0.9873852212868476,7294.0,False,4
ORD113460,2025-01-02 23:00:00,2025-01-03 02:18:39.715176513,hub_3,0.4101180336374526,0.19464358744727406,1.0382075640903587,0.9393676529903053,V014,on-time,2025-01-02,V014,-0.5709382960108993,6169.0,False,23
ORD113461,2025-01-05 19:00:00,2025-01-05 22:20:16.363084592,hub_3,0.669646788875653,0.2686843196266864,-0.3756876356473965,2.2770210499218635,V009,on-time,2025-01-05,V009,0.9230144102445056,1198.0,False,19
ORD113462,2025-01-01 12:00:00,2025-01-01 14:14:27.476050437,hub_1,0.24283160997254072,0.7171330618415368,-0.7554491003842674,0.2073136380931886,V037,late,2025-01-01,V037,0.842937747803154,9957.0,False,12
ORD113463,2025-01-08 03:00:00,2025-01-08 06:49:02.247027668,hub_1,0.8759672255295214,0.9906045665078977,1.3452212283103304,0.8383524566615218,V041,on-time,2025-01-08,V041,1.8680452961219203,2616.0,False,3
ORD113464,2025-01-02 22:00:00,2025-01-03 00:31:31.967438383,hub_3,0.36243211849445345,0.03200183922444921,-1.602158234632332,3.221360200359914,V051,on-time,2025-01-02,V051,-1.211174575200476,6169.0,False,22
ORD113465,2025-01-05 06:00:00,2025-01-05 10:00:24.336250581,hub_3,0.9340537597107428,0.7990484960221806,0.1823231011530192,-0.006195109869733526,V004,on-time,2025-01-05,V004,1.0887256279730404,1198.0,False,6
ORD113466,2025-01-04 18:00:00,2025-01-04 20:38:25.826855456,hub_3,0.4923842980209585,0.5113464335637445,-0.30725681400353694,-0.2765706278499352,V080,on-time,2025-01-04,V080,0.7597674376864162,9803.0,False,18
ORD113467,2025-01-03 04:00:00,2025-01-03 06:32:13.559083281,hub_3,0.7267356560102769,0.1161132983677362,-0.9703688185932907,3.661087299113885,V031,on-time,2025-01-03,V031,-2.154483250750923,9211.0,False,4
ORD113468,2025-01-04 19:00:00,2025-01-04 20:17:17.046795912,hub_1,0.8490191843751802,0.23225931213318063,-0.6783012486828922,-0.3419339675470746,V070,on-time,2025-01-04,V070,0.18397657840939607,4321.0,False,19
ORD113469,2025-01-04 04:00:00,2025-01-04 07:46:00.056429328,hub_2,0.5297102872208157,0.425820585981171,0.32167178850915545,0.8443264722237008,V094,on-time,2025-01-04,V094,-0.9799053001770245,1177.0,False,4
ORD113470,2025-01-02 19:00:00,2025-01-02 20:57:52.188672423,hub_1,0.8503258249934262,0.7243017310449318,-0.376876616204687,-0.2995652627837867,V007,on-time,2025-01-02,V007,-1.0846188320174006,4031.0,False,19
ORD113471,2025-01-07 11:00:00,2025-01-07 12:36:46.917242233,hub_1,0.3779665377229904,0.24084067448484348,-1.5799805012175738,-0.45086959737978677,V092,on-time,2025-01-07,V092,-0.4186869793786852,9590.0,False,11
ORD113472,2025-01-01 01:00:00,2025-01-01 03:51:38.338198383,hub_2,0.363388281587369,0.6396088899319352,-0.131618974396784,1.9745282572193927,V011,on-time,2025-01-01,V011,-0.7755425857228244,1456.0,False,1
ORD113473,2025-01-05 04:00:00,2025-01-05 06:09:56.751608221,hub_3,0.7940636649248205,0.2735915082232623,-0.6021387000342902,-0.295798017195821,V065,late,2025-01-05,V065,0.46832915812477677,1198.0,False,4
ORD113474,2025-01-03 08:00:00,2025-01-03 11:05:51.949972053,hub_3,0.24124937518917022,0.824538246795214,-0.7050784244671137,-1.164937479390286,V053,late,2025-01-03,V053,0.7438520656911144,9211.0,False,8
ORD113475,2025-01-03 08:00:00,2025-01-03 10:14:44.072714180,hub_2,0.7170358921041142,0.3057245619830269,0.4441884619413124,-0.7937003438002284,V051,on-time,2025-01-03,V051,-0.9350727525473195,8701.0,False,8
ORD113476,2025-01-02 09:00:00,2025-01-02 12:01:48.151967217,hub_1,0.07706048209501404,0.8224999956349848,1.030635692623689,-0.9149585504508064,V057,on-time,2025-01-02,V057,0.2229154199232788,4031.0,False,9
ORD113477,2025-01-03 09:00:00,2025-01-03 10:33:31.880256480,hub_3,0.6356194272678763,0.3216829658550182,-0.22730265604157318,-0.08103684369162081,V064,on-time,2025-01-03,V064,-1.824657569846271,9211.0,False,9
ORD113478,2025-01-08 11:00:00,2025-01-08 13:43:49.683614102,hub_2,0.9419155056092094,0.5485438949178274,0.35886434136918205,1.424408029693771,V080,on-time,2025-01-08,V080,-0.4564206486890941,5493.0,False,11
ORD113479,2025-01-07 12:00:00,2025-01-07 16:35:53.561171864,hub_2,0.45645356618095434,0.7909132079599317,2.3025869805858115,-1.0982323610211586,V048,on-time,2025-01-07,V048,1.926827524785327,5104.0,False,12
ORD113480,2025-01-02 10:00:00,2025-01-02 13:28:29.935237296,hub_2,0.4159511829113427,0.09616673421521682,2.1758551853675963,-0.259085855849141,V023,on-time,2025-01-02,V023,0.6508561692492849,7294.0,False,10
ORD113481,2025-01-04 02:00:00,2025-01-04 04:55:54.161164405,hub_3,0.5405316784966558,0.16736252494217752,0.3909465395554062,1.1846802553572235,V095,on-time,2025-01-04,V095,-0.36940617267838644,9803.0,False,2
ORD113482,2025-01-08 07:00:00,,hub_2,0.7195635697589893,0.9566129825199141,1.4743386381885262,-0.7812962714741843,V040,cancelled,2025-01-08,V040,0.5114818871474824,5493.0,True,7
ORD113483,2025-01-02 08:00:00,2025-01-02 10:52:30.218093644,hub_1,0.3588203459306527,0.18145257393911152,-0.2680359597647975,-0.678803584401204,V072,on-time,2025-01-02,V072,0.4289581159340972,4031.0,False,8
ORD113484,2025-01-05 18:00:00,2025-01-05 21:30:59.156379115,hub_1,0.00010066505846140217,0.8972058075112272,0.202182009660684,-1.0094207983652557,V074,late,2025-01-05,V074,0.4557775422258618,1142.0,False,18
